State Code,State Name,Year,Month,Intra_State_Supplies_(No._Of_Suppliers),Intra_State_Supplies_(No._Of_Eway_Bills),Intra_State_Supplies(Asset_Value_(Rs._In_Cr.)),Inter_State_Outward_Supplies(No._Of_Suppliers),Inter_State_Outward_Supplies(No._Of_Eway_Bills),Inter_State_Outward_Supplies(Asset_Value_(Rs_ In_Cr.)),Inter_State_Inward_Supplies(No._Of_Suppliers),Inter_State_Inward_Supplies(No._Of_Eway_Bills),Inter_State_Inward_Supplies(Asset_Value_(Rs._In_Cr.))
24,GUJARAT,2022,9,"161,496","4,862,390","13,751,749.38","142,381","4,906,020","14,156,156.17","149,751","2,205,027","10,763,574.47"
25,DAMAN AND DIU,2022,9, -   , -   , -   ,3,10,7.86,15,47,269.36
26,DADRA AND NAGAR HAVELI,2022,9,"2,973","128,761","544,963.91","3,878","467,683","1,909,303.18","5,554","195,870","1,543,611.27"
27,MAHARASHTRA,2022,9,"150,721","8,198,741","18,917,277.48","118,960","4,826,805","16,563,857.58","216,135","3,489,751","16,482,933.65"
29,KARNATAKA,2022,9,"110,211","5,351,846","9,554,802.03","55,525","2,411,034","7,421,421.54","121,176","2,302,708","8,610,553.67"
30,GOA,2022,9,"1,900","100,112","225,134.26","1,763","71,112","540,275.73","7,922","123,952","484,548.18"
31,LAKSHADWEEP,2022,9, -   , -   , -   ,1,1,1.94,42,269,584.92
32,KERALA,2022,9,"44,188","1,677,379","2,348,292.01","16,498","182,667","905,660.20","54,881","670,540","1,901,815.84"
33,TAMIL NADU,2022,9,"105,918","5,869,229","11,579,718.45","74,517","2,466,016","9,805,394.79","125,731","2,650,972","9,836,628.54"
34,PUDUCHERRY,2022,9,"1,127","48,474","192,575.64","2,025","122,473","455,841.04","5,927","132,530","390,808.44"
35,ANDAMAN AND NICOBAR,2022,9,53,"1,760","2,835.73",93,421,"4,957.17","1,137","14,098","28,803.89"
36,TELANGANA,2022,9,"45,311","2,482,904","4,470,024.41","33,192","854,402","3,499,548.64","69,096","1,462,652","4,938,125.20"
37,ANDHRA PRADESH,2022,9,"35,260","1,994,584","3,556,684.97","22,268","507,581","4,290,812.20","74,684","1,043,448","4,194,318.21"
38,LADAKH,2022,9,102,"1,642","3,598.56",71,371,"2,816.91","1,527","17,512","57,504.14"
97,Other Territory,2022,9,7,112,"61,129.76",33,"2,658","75,990.84",380,"9,808","261,233.21"
1,JAMMU AND KASHMIR,2022,8,"6,659","240,884","406,268.41","3,617","44,896","345,181.31","19,550","207,941","697,224.62"
2,HIMACHAL PRADESH,2022,8,"8,842","310,101","674,624.39","5,607","288,359","1,345,024.01","22,578","349,331","1,172,249.57"
3,PUNJAB,2022,8,"67,681","1,948,329","4,931,487.12","51,268","1,070,023","3,396,732.54","71,147","1,016,253","3,551,686.91"
4,CHANDIGARH,2022,8,"2,281","28,425","46,245.46","5,228","89,155","183,702.31","8,728","138,902","301,485.54"
5,UTTARAKHAND,2022,8,"13,427","678,127","1,141,382.78","9,205","390,823","2,077,843.91","27,204","522,135","1,683,999.64"
6,HARYANA,2022,8,"73,812","3,237,646","6,182,146.68","65,850","3,667,154","8,456,862.51","103,891","2,206,970","8,607,094.92"
7,DELHI,2022,8,"72,080","1,131,368","3,615,559.72","128,128","1,900,201","4,876,442.27","130,014","1,976,815","5,825,453.42"
8,RAJASTHAN,2022,8,"57,969","1,485,553","3,814,953.77","51,551","1,405,270","4,269,617.86","98,099","1,384,372","5,366,069.83"
9,UTTAR PRADESH,2022,8,"126,130","3,901,351","8,467,919.21","86,960","1,769,146","7,406,717.42","186,453","2,499,604","9,460,981.07"
10,BIHAR,2022,8,"8,880","574,181","1,114,021.99","8,207","94,600","371,007.05","56,449","724,610","1,950,581.10"
11,SIKKIM,2022,8,154,"10,274","22,792.43",195,"7,618","329,521.71","1,952","38,910","117,559.56"
12,ARUNACHAL PRADESH,2022,8,229,"3,763","8,941.97",232,"1,955","10,326.04","3,422","39,492","78,525.07"
13,NAGALAND,2022,8,162,"2,007","7,363.42",324,"4,956","17,048.16","2,657","39,330","64,958.97"
14,MANIPUR,2022,8,136,"4,742","11,690.66",171,"1,129","4,535.43","2,958","47,147","97,224.37"
15,MIZORAM,2022,8,49,"1,992","2,970.80",92,494,"3,874.56","2,090","31,773","53,485.03"
16,TRIPURA,2022,8,"1,536","41,208","78,409.28",502,"3,522","32,677.16","4,869","50,014","111,970.14"
17,MEGHALAYA,2022,8,417,"17,133","35,308.36",486,"33,368","79,402.56","3,807","51,288","119,242.08"
18,ASSAM,2022,8,"13,449","548,176","1,059,237.71","10,597","230,153","826,388.51","28,491","410,488","1,298,827.16"
19,WEST BENGAL,2022,8,"48,794","2,207,127","5,746,024.18","43,584","969,876","4,361,562.91","68,346","1,341,476","5,335,398.02"
20,JHARKHAND,2022,8,"9,711","542,602","1,392,874.40","7,539","221,237","1,781,577.27","27,208","439,832","1,804,063.52"
21,ODISHA,2022,8,"15,968","901,429","2,146,309.87","6,782","243,810","3,171,413.34","33,264","430,525","2,124,536.87"
22,CHHATTISGARH,2022,8,"5,840","254,585","883,557.24","8,146","162,868","1,587,535.77","24,728","418,513","1,734,438.90"
23,MADHYA PRADESH,2022,8,"22,921","841,585","1,705,842.14","21,181","492,298","2,465,502.62","70,795","894,219","3,211,681.77"
24,GUJARAT,2022,8,"152,826","4,417,096","12,888,712.76","136,034","4,203,315","13,801,394.98","139,443","1,912,493","11,275,691.79"
25,DAMAN AND DIU,2022,8, -   , -   , -   ,1,1,0.77,19,51,143.29
26,DADRA AND NAGAR HAVELI,2022,8,"2,945","128,203","535,062.60","3,823","453,593","1,870,654.94","5,387","187,808","1,546,956.48"
27,MAHARASHTRA,2022,8,"147,484","7,929,184","18,393,307.39","116,269","4,350,992","15,822,101.75","206,502","3,175,694","15,932,942.88"
29,KARNATAKA,2022,8,"107,385","4,868,747","8,767,689.94","54,328","2,185,853","6,753,262.87","118,259","2,095,236","8,222,818.24"
30,GOA,2022,8,"1,923","102,546","193,824.44","1,713","68,896","565,445.39","7,895","125,128","468,519.30"
31,LAKSHADWEEP,2022,8, -   , -   , -   , -   , -   , -   ,35,273,416.12
32,KERALA,2022,8,"46,499","1,991,134","2,879,448.76","16,797","185,319","929,538.87","60,291","867,211","2,326,001.61"
33,TAMIL NADU,2022,8,"103,815","5,561,871","11,142,807.27","74,620","2,507,733","9,295,371.14","120,327","2,253,200","9,323,837.30"
34,PUDUCHERRY,2022,8,"1,117","46,089","192,192.33","1,992","117,096","394,916.63","5,790","121,392","366,723.60"
35,ANDAMAN AND NICOBAR,2022,8,53,"1,965","4,009.69",86,383,"4,585.91","1,118","12,363","27,549.92"
36,TELANGANA,2022,8,"44,161","2,422,627","4,205,917.61","32,472","793,655","3,161,780.56","66,350","1,337,275","4,740,795.87"
37,ANDHRA PRADESH,2022,8,"34,287","1,889,150","3,374,119.18","21,431","475,111","4,168,393.86","73,652","1,004,438","4,098,332.47"
38,LADAKH,2022,8,95,"2,084","3,836.04",62,363,"1,705.70","1,518","17,592","45,026.85"
97,Other Territory,2022,8,7,71,"8,034.17",27,"2,470","77,042.29",335,"9,841","292,439.55"
1,JAMMU AND KASHMIR,2022,7,"6,353","225,502","394,728.27","3,452","43,406","350,152.10","19,522","203,864","720,932.58"
2,HIMACHAL PRADESH,2022,7,"8,914","313,043","673,806.07","5,574","289,426","1,331,423.38","22,881","350,892","1,192,784.57"
3,PUNJAB,2022,7,"64,690","1,828,394","4,613,330.76","49,017","966,856","3,279,837.20","69,406","941,604","3,421,665.79"
4,CHANDIGARH,2022,7,"2,302","28,244","43,853.73","5,096","89,470","179,537.16","8,622","131,743","288,765.70"
5,UTTARAKHAND,2022,7,"13,094","638,871","1,096,884.23","8,702","354,772","1,862,855.10","26,041","503,237","1,639,080.81"
6,HARYANA,2022,7,"72,404","3,269,765","6,213,986.06","64,995","3,593,723","8,374,683.75","102,388","2,218,882","8,118,150.20"
7,DELHI,2022,7,"70,769","1,098,207","3,502,456.48","125,806","1,794,377","4,759,625.34","127,570","1,806,209","5,538,625.09"
8,RAJASTHAN,2022,7,"58,155","1,493,407","3,748,767.55","51,582","1,338,710","4,231,446.60","98,576","1,356,256","5,157,528.86"
9,UTTAR PRADESH,2022,7,"123,376","3,855,972","8,145,496.17","83,788","1,648,951","7,053,043.31","183,651","2,446,790","8,881,666.73"
10,BIHAR,2022,7,"8,699","583,417","1,140,479.10","8,291","95,434","359,565.12","54,324","586,077","1,868,710.47"
11,SIKKIM,2022,7,150,"9,772","23,803.57",188,"7,219","316,467.02","1,877","36,025","118,470.85"
12,ARUNACHAL PRADESH,2022,7,209,"3,423","6,231.20",230,"1,594","9,079.93","3,340","38,876","78,464.76"
13,NAGALAND,2022,7,149,"1,781","7,295.02",294,"4,553","15,972.62","2,631","38,018","59,481.78"
14,MANIPUR,2022,7,120,"4,094","11,505.24",146,"1,137","4,361.66","2,918","46,191","86,649.24"
15,MIZORAM,2022,7,49,"1,066","2,099.67",92,507,"3,922.05","2,085","32,445","55,895.36"
16,TRIPURA,2022,7,"1,497","36,373","74,707.15",487,"3,104","28,842.57","4,365","43,148","106,324.79"
17,MEGHALAYA,2022,7,435,"15,646","34,758.33",470,"30,103","71,446.34","3,671","47,150","108,018.93"
18,ASSAM,2022,7,"13,091","520,286","976,312.89","10,519","226,571","760,881.66","25,504","333,204","1,118,381.79"
19,WEST BENGAL,2022,7,"46,689","2,102,146","5,487,971.75","41,707","871,268","4,274,420.84","66,280","1,195,947","4,922,671.60"
20,JHARKHAND,2022,7,"9,644","573,416","1,440,047.84","7,505","222,986","1,808,857.74","26,909","385,642","1,805,453.82"
21,ODISHA,2022,7,"15,910","926,861","2,263,960.19","6,906","231,657","3,002,979.28","32,571","404,499","2,139,975.55"
22,CHHATTISGARH,2022,7,"5,995","263,003","883,562.77","8,018","167,476","1,663,752.50","24,921","400,326","1,715,159.12"
23,MADHYA PRADESH,2022,7,"22,742","905,058","1,827,248.26","21,348","477,096","2,496,564.82","71,739","944,410","3,270,348.17"
24,GUJARAT,2022,7,"153,736","4,419,092","13,299,694.23","135,601","3,914,087","13,722,228.92","138,973","1,936,831","11,020,086.35"
25,DAMAN AND DIU,2022,7, -   , -   , -   ,2,4,4.15,22,56,173.69
26,DADRA AND NAGAR HAVELI,2022,7,"2,905","124,950","530,437.67","3,788","430,258","1,829,952.41","5,299","184,400","1,567,666.07"
27,MAHARASHTRA,2022,7,"144,297","7,619,951","17,675,323.36","114,760","4,265,113","15,192,880.95","201,163","2,983,960","15,779,574.62"
29,KARNATAKA,2022,7,"106,793","4,800,178","8,521,336.48","53,944","2,199,936","6,754,426.04","116,963","2,058,711","8,195,129.23"
30,GOA,2022,7,"1,863","90,369","179,472.99","1,678","67,400","559,666.22","7,410","121,168","709,855.14"
31,LAKSHADWEEP,2022,7, -   , -   , -   ,1,3,5.03,40,270,722.34
32,KERALA,2022,7,"44,362","1,689,973","2,467,943.06","16,096","183,290","872,546.61","56,900","802,572","2,157,997.87"
33,TAMIL NADU,2022,7,"101,192","5,458,408","10,916,116.15","73,806","2,452,850","9,411,867.29","119,483","2,198,250","9,128,704.73"
34,PUDUCHERRY,2022,7,"1,086","46,007","194,904.09","2,009","117,125","413,860.82","5,713","119,897","380,332.72"
35,ANDAMAN AND NICOBAR,2022,7,55,"1,974","3,524.82",74,422,"4,403.58","1,053","11,060","25,776.52"
36,TELANGANA,2022,7,"43,685","2,303,623","4,143,503.36","32,376","789,810","3,211,380.71","65,387","1,322,391","4,750,515.64"
37,ANDHRA PRADESH,2022,7,"34,734","1,824,267","3,342,394.44","21,419","476,914","4,242,101.11","73,859","1,032,669","4,171,939.57"
38,LADAKH,2022,7,88,"2,130","4,844.83",54,349,"1,682.71","1,532","18,047","51,961.27"
97,Other Territory,2022,7,7,86,"6,872.90",31,"2,394","73,888.07",292,"10,483","247,270.83"
1,JAMMU AND KASHMIR,2022,6,"6,352","232,953","396,267.38","3,629","45,425","347,748.32","20,144","207,648","714,451.18"
2,HIMACHAL PRADESH,2022,6,"8,990","320,030","701,435.75","5,590","300,755","1,343,392.82","23,219","342,418","1,196,297.32"
3,PUNJAB,2022,6,"64,219","1,777,358","4,467,878.41","48,298","919,284","3,248,880.63","68,713","909,756","3,388,089.20"
4,CHANDIGARH,2022,6,"2,239","28,718","40,624.94","5,064","88,872","173,427.41","8,489","127,395","290,732.48"
5,UTTARAKHAND,2022,6,"13,195","667,743","1,221,073.50","9,081","377,557","2,058,391.65","26,902","526,865","1,742,431.97"
6,HARYANA,2022,6,"72,210","3,102,200","6,022,233.61","64,524","3,485,810","8,177,025.35","102,595","2,076,045","7,870,056.13"
7,DELHI,2022,6,"70,011","1,045,889","3,535,580.52","125,376","1,700,999","4,611,252.26","125,771","1,804,536","5,410,798.36"
8,RAJASTHAN,2022,6,"59,313","1,519,358","3,972,306.90","52,119","1,348,932","4,396,769.40","100,031","1,341,753","5,405,294.04"
9,UTTAR PRADESH,2022,6,"125,470","3,930,106","8,477,951.07","85,312","1,659,844","6,938,898.53","186,844","2,364,650","8,788,496.73"
10,BIHAR,2022,6,"8,619","576,998","1,172,283.29","8,230","95,512","371,274.30","55,488","584,322","1,851,154.89"
11,SIKKIM,2022,6,137,"9,362","22,399.35",182,"6,497","303,994.10","1,867","35,333","116,931.87"
12,ARUNACHAL PRADESH,2022,6,220,"3,420","6,771.62",247,"1,682","10,382.00","3,335","37,969","73,170.91"
13,NAGALAND,2022,6,142,"1,725","5,826.15",308,"5,158","17,403.23","2,622","35,267","60,182.64"
14,MANIPUR,2022,6,119,"4,067","10,823.97",150,"1,192","4,579.51","2,910","42,574","86,137.46"
15,MIZORAM,2022,6,42,938,"1,798.27",84,353,"3,132.52","1,956","25,095","47,937.64"
16,TRIPURA,2022,6,"1,476","32,181","72,960.05",447,"2,843","27,517.26","4,084","33,968","78,812.80"
17,MEGHALAYA,2022,6,387,"13,825","29,496.14",455,"25,912","65,856.79","3,599","44,980","99,778.18"
18,ASSAM,2022,6,"12,763","463,678","875,528.14","10,361","210,469","713,891.64","25,378","308,588","1,095,791.78"
19,WEST BENGAL,2022,6,"47,062","2,032,204","5,343,106.75","41,741","838,209","4,112,418.55","65,097","1,095,565","4,665,393.12"
20,JHARKHAND,2022,6,"9,755","555,097","1,418,801.88","7,974","226,581","1,705,963.77","26,485","373,924","1,801,856.00"
21,ODISHA,2022,6,"15,901","926,107","2,238,416.32","6,845","216,745","3,074,597.62","33,160","412,504","2,306,478.39"
22,CHHATTISGARH,2022,6,"5,907","282,986","929,030.89","8,186","177,148","1,748,377.27","24,838","367,325","1,681,827.51"
23,MADHYA PRADESH,2022,6,"23,596","924,369","1,997,013.39","21,294","482,090","2,571,027.38","72,155","889,409","3,383,707.92"
24,GUJARAT,2022,6,"155,393","4,443,763","13,685,622.23","136,455","3,637,812","13,780,737.31","139,636","1,878,076","10,590,633.64"
25,DAMAN AND DIU,2022,6, -   , -   , -   ,3,8,17.26,19,72,181.43
26,DADRA AND NAGAR HAVELI,2022,6,"2,936","124,408","544,314.27","3,870","437,265","1,946,473.17","5,438","188,667","1,655,998.24"
27,MAHARASHTRA,2022,6,"144,639","7,700,017","18,277,689.48","114,972","4,055,413","15,451,385.40","203,272","2,933,921","15,679,523.68"
29,KARNATAKA,2022,6,"106,112","4,689,991","8,620,903.92","53,724","2,063,788","6,777,064.02","116,578","1,947,031","7,929,280.30"
30,GOA,2022,6,"1,843","96,130","174,974.96","1,719","71,356","563,352.80","7,572","120,765","626,840.56"
31,LAKSHADWEEP,2022,6, -   , -   , -   ,4,4,33.37,43,419,588.66
32,KERALA,2022,6,"44,509","1,765,617","2,474,567.80","16,363","190,689","946,174.43","57,270","742,250","2,070,476.03"
33,TAMIL NADU,2022,6,"98,380","5,221,074","10,581,820.05","72,233","2,361,696","9,101,594.99","118,388","2,145,873","8,924,376.97"
34,PUDUCHERRY,2022,6,"1,096","45,863","207,538.47","1,950","116,197","419,253.73","5,620","115,465","372,345.03"
35,ANDAMAN AND NICOBAR,2022,6,46,"1,813","3,238.99",79,272,"3,514.29","1,078","10,870","23,224.39"
36,TELANGANA,2022,6,"44,359","2,286,886","4,246,003.20","32,663","773,906","3,368,097.26","64,402","1,233,920","5,040,847.52"
37,ANDHRA PRADESH,2022,6,"34,450","1,753,337","3,327,585.23","21,340","467,792","4,534,001.34","71,422","966,011","3,997,985.35"
38,LADAKH,2022,6,76,"1,818","3,838.94",53,381,"1,662.99","1,598","19,496","56,957.68"
97,Other Territory,2022,6,6,50,803.57,35,"2,384","73,284.85",286,"10,687","235,850.18"
1,JAMMU AND KASHMIR,2022,5,"6,224","225,682","387,615.12","3,564","45,628","344,466.08","20,000","220,593","717,704.55"
2,HIMACHAL PRADESH,2022,5,"8,825","311,443","697,904.41","5,572","298,063","1,316,350.79","23,456","341,318","1,224,939.01"
3,PUNJAB,2022,5,"65,841","1,779,499","4,670,495.78","48,638","919,344","3,255,064.79","70,616","932,301","3,446,767.14"
4,CHANDIGARH,2022,5,"2,216","26,527","41,265.75","5,100","87,495","176,106.34","8,446","128,791","279,994.87"
5,UTTARAKHAND,2022,5,"13,236","652,420","1,210,151.44","9,061","366,348","2,040,724.88","27,040","518,118","1,729,248.44"
6,HARYANA,2022,5,"72,953","3,100,061","6,076,332.22","64,806","3,498,558","8,252,162.62","102,998","1,993,915","7,824,189.62"
7,DELHI,2022,5,"69,465","1,018,751","3,538,059.05","125,540","1,660,969","4,636,468.77","125,160","1,829,910","5,519,776.51"
8,RAJASTHAN,2022,5,"60,247","1,473,130","4,081,542.64","52,452","1,398,642","4,563,623.88","100,805","1,357,365","5,236,513.19"
9,UTTAR PRADESH,2022,5,"125,018","3,959,065","8,731,162.01","84,206","1,660,675","6,956,754.95","193,125","2,536,447","9,136,836.50"
10,BIHAR,2022,5,"8,570","558,495","1,171,197.67","7,852","92,141","376,594.60","60,323","782,090","1,963,596.83"
11,SIKKIM,2022,5,143,"8,317","19,803.03",172,"6,253","302,153.25","1,915","36,786","111,242.23"
12,ARUNACHAL PRADESH,2022,5,200,"3,175","6,868.22",242,"1,663","10,386.04","3,465","38,589","75,752.85"
13,NAGALAND,2022,5,143,"1,906","6,630.52",294,"5,604","17,852.57","2,678","34,355","59,362.54"
14,MANIPUR,2022,5,112,"4,212","11,248.96",148,"1,216","9,117.00","2,912","41,351","87,540.22"
15,MIZORAM,2022,5,47,"1,562","3,091.18",89,354,"4,629.27","2,070","29,182","56,341.82"
16,TRIPURA,2022,5,"1,487","35,220","71,592.67",466,"2,884","28,305.75","4,350","38,336","94,908.20"
17,MEGHALAYA,2022,5,404,"16,447","32,429.11",632,"34,045","82,532.16","3,698","47,730","108,039.13"
18,ASSAM,2022,5,"13,009","498,810","915,534.19","10,485","214,065","691,240.35","25,954","327,690","1,135,066.80"
19,WEST BENGAL,2022,5,"46,355","2,005,292","5,437,981.05","41,216","848,040","4,116,090.48","65,371","1,125,746","5,032,121.56"
20,JHARKHAND,2022,5,"9,969","582,957","1,438,693.46","8,375","240,678","1,773,796.36","26,989","431,288","1,858,162.46"
21,ODISHA,2022,5,"16,157","986,697","2,440,288.07","6,814","269,247","3,361,413.39","34,323","464,407","2,298,447.55"
22,CHHATTISGARH,2022,5,"5,985","278,420","1,006,589.20","8,174","181,382","1,954,427.16","24,599","371,509","1,740,526.26"
23,MADHYA PRADESH,2022,5,"24,080","863,040","1,936,021.75","21,276","475,951","2,554,832.01","72,819","912,102","3,368,171.67"
24,GUJARAT,2022,5,"152,872","4,296,793","13,738,385.23","135,338","3,928,498","13,927,682.89","136,753","1,821,579","9,660,589.85"
25,DAMAN AND DIU,2022,5, -   , -   , -   ,5,9,15,15,49,94.52
26,DADRA AND NAGAR HAVELI,2022,5,"2,931","123,369","557,138.74","3,794","432,542","1,913,858.23","5,319","184,176","1,554,683.20"
27,MAHARASHTRA,2022,5,"142,320","7,420,054","18,297,926.79","113,872","3,999,804","15,288,853.07","201,907","2,924,374","14,770,849.49"
29,KARNATAKA,2022,5,"103,517","4,459,872","8,183,898.11","52,293","2,009,990","6,601,970.84","114,283","1,873,862","7,728,122.75"
30,GOA,2022,5,"1,850","99,950","189,889.74","1,694","70,210","542,360.04","7,725","122,034","499,036.92"
31,LAKSHADWEEP,2022,5, -   , -   , -   ,2,2,32.51,49,331,590.91
32,KERALA,2022,5,"43,887","1,732,551","2,423,337.24","15,782","184,700","942,393.50","56,031","697,520","1,935,409.85"
33,TAMIL NADU,2022,5,"97,143","5,116,362","10,361,767.41","72,404","2,322,561","8,873,936.55","115,620","2,003,208","8,959,450.81"
34,PUDUCHERRY,2022,5,"1,102","46,155","198,598.93","1,966","118,643","393,453.75","5,548","113,810","365,448.17"
35,ANDAMAN AND NICOBAR,2022,5,42,"1,816","3,867.24",89,331,"5,211.71","1,041","10,446","24,826.80"
36,TELANGANA,2022,5,"44,468","2,219,750","4,052,965.15","32,225","757,028","3,214,278.59","63,222","1,196,746","4,569,640.55"
37,ANDHRA PRADESH,2022,5,"34,549","1,651,520","3,080,252.64","21,349","455,479","4,053,573.93","69,753","939,960","3,849,167.95"
38,LADAKH,2022,5,76,"1,918","3,366.44",49,310,"1,221.86","1,657","18,938","50,465.61"
97,Other Territory,2022,5,7,48,934.74,31,"2,276","110,030.05",279,"10,292","208,109.63"
1,JAMMU AND KASHMIR,2022,4,"6,243","230,962","407,882.57","3,434","43,614","299,181.37","20,576","239,641","735,055.69"
2,HIMACHAL PRADESH,2022,4,"9,043","305,914","686,447.15","5,610","277,976","1,271,863.68","24,345","340,930","1,186,886.46"
3,PUNJAB,2022,4,"66,623","1,797,788","4,847,950.16","49,077","964,284","3,312,793.78","71,745","983,183","3,489,236.82"
4,CHANDIGARH,2022,4,"2,237","29,182","43,599.46","5,104","90,888","179,622.49","8,642","131,857","303,336.22"
5,UTTARAKHAND,2022,4,"13,194","646,245","1,186,212.79","9,003","354,217","1,944,140.57","27,796","513,652","1,716,401.23"
6,HARYANA,2022,4,"72,836","2,960,085","6,109,738.09","64,660","3,412,979","8,283,079.63","104,728","2,068,805","7,945,539.95"
7,DELHI,2022,4,"69,940","1,048,493","3,705,166.26","127,435","1,817,776","4,988,125.17","127,556","1,969,519","5,581,500.73"
8,RAJASTHAN,2022,4,"62,843","1,559,718","4,685,639.98","52,851","1,466,862","4,742,592.86","105,396","1,500,031","5,880,803.51"
9,UTTAR PRADESH,2022,4,"126,569","4,076,488","9,178,009.72","85,422","1,755,417","7,302,529.57","199,390","2,938,647","9,591,327.93"
10,BIHAR,2022,4,"8,598","536,100","1,159,778.35","7,938","95,356","363,131.80","63,318","967,926","2,048,000.38"
11,SIKKIM,2022,4,145,"7,351","17,493.32",183,"6,412","300,289.42","1,981","35,575","111,125.63"
12,ARUNACHAL PRADESH,2022,4,196,"3,479","8,139.61",239,"1,820","12,443.68","3,481","37,574","76,144.02"
13,NAGALAND,2022,4,141,"2,887","8,009.54",313,"7,136","21,551.85","2,680","34,341","65,465.18"
14,MANIPUR,2022,4,108,"5,645","12,008.57",151,903,"5,500.05","2,975","43,640","98,046.14"
15,MIZORAM,2022,4,58,"1,556","2,891.94",77,399,"2,011.77","2,082","29,245","56,878.78"
16,TRIPURA,2022,4,"1,482","37,524","74,292.06",448,"3,103","35,112.43","4,519","41,198","109,814.53"
17,MEGHALAYA,2022,4,421,"16,467","36,803.30",506,"37,930","99,130.38","3,846","48,254","117,581.08"
18,ASSAM,2022,4,"13,119","519,675","989,210.52","10,675","215,026","720,917.17","27,067","364,675","1,193,263.86"
19,WEST BENGAL,2022,4,"46,585","2,058,899","5,657,072.52","42,285","955,818","4,304,609.69","67,164","1,216,525","4,913,617.64"
20,JHARKHAND,2022,4,"9,903","579,175","1,470,664.45","8,095","234,315","1,780,819.48","28,147","494,174","1,874,101.03"
21,ODISHA,2022,4,"16,052","995,326","2,400,874.16","6,761","284,827","3,329,120.11","34,404","471,516","2,245,504.08"
22,CHHATTISGARH,2022,4,"5,996","275,290","1,034,595.71","8,279","177,399","1,959,975.95","25,408","440,128","1,770,464.42"
23,MADHYA PRADESH,2022,4,"24,914","878,721","2,014,861.89","21,682","481,724","2,708,914.86","75,809","1,065,638","3,580,354.18"
24,GUJARAT,2022,4,"155,527","4,383,647","14,491,833.99","138,747","5,173,598","14,132,082.76","138,273","1,826,994","9,904,602.60"
25,DAMAN AND DIU,2022,4, -   , -   , -   ,3,8,9.76,16,53,96.21
26,DADRA AND NAGAR HAVELI,2022,4,"2,879","118,868","521,138.51","3,869","420,871","1,855,457.96","5,451","180,840","1,524,513.36"
27,MAHARASHTRA,2022,4,"143,974","7,089,250","18,090,006.13","115,497","4,195,968","15,244,228.12","204,610","3,011,480","14,605,944.67"
29,KARNATAKA,2022,4,"103,887","4,371,812","8,171,710.77","52,679","2,023,157","6,908,424.66","116,008","1,946,455","7,316,115.51"
30,GOA,2022,4,"1,875","100,661","188,818.57","1,671","65,518","515,566.02","7,831","118,470","531,195.73"
31,LAKSHADWEEP,2022,4,1,1,12,3,3,35.83,56,510,885.9
32,KERALA,2022,4,"44,222","1,756,204","2,559,708.53","15,729","184,275","931,983.33","57,461","725,396","2,146,858.49"
33,TAMIL NADU,2022,4,"95,928","4,982,317","10,282,595.86","72,568","2,305,090","8,788,847.76","116,165","2,024,765","8,665,142.88"
34,PUDUCHERRY,2022,4,"1,081","42,339","154,933.44","1,901","112,602","375,327.86","5,578","111,564","353,504.20"
35,ANDAMAN AND NICOBAR,2022,4,38,"2,092","3,510.13",84,358,"5,657.09","1,053","11,367","25,984.33"
36,TELANGANA,2022,4,"44,436","2,241,829","4,068,791.07","32,638","745,095","3,283,220.50","63,628","1,298,119","4,381,512.66"
37,ANDHRA PRADESH,2022,4,"34,979","1,716,411","3,235,296.20","21,637","459,583","7,645,680.22","71,353","976,365","3,917,951.59"
38,LADAKH,2022,4,63,972,"2,819.87",40,216,892.13,"1,476","12,785","35,827.13"
97,Other Territory,2022,4,6,40,979.52,36,"2,066","52,823.45",248,"9,957","189,659.77"
