State Code,State Name,Year,Month,Intra_State_Supplies_(No._Of_Suppliers),Intra_State_Supplies_(No._Of_Eway_Bills),Intra_State_Supplies(Asset_Value_(Rs._In_Cr.)),Inter_State_Outward_Supplies(No._Of_Suppliers),Inter_State_Outward_Supplies(No._Of_Eway_Bills),Inter_State_Outward_Supplies(Asset_Value_(Rs_ In_Cr.)),Inter_State_Inward_Supplies(No._Of_Suppliers),Inter_State_Inward_Supplies(No._Of_Eway_Bills),Inter_State_Inward_Supplies(Asset_Value_(Rs._In_Cr.))
21,ODISHA,2019,8,11440,578006,11752.66,5036,188633,17121.72,27095,334472,12853.56
22,CHHATTISGARH,2019,8,4595,151197,4282.28,6935,149237,9413.85,20966,349854,9403.64
23,MADHYA PRADESH,2019,8,13482,267842,5892.72,17058,340879,15487.57,59519,669207,19959.46
24,GUJARAT,2019,8,105942,2670030,66175.33,114473,3420764,83059.92,112104,1322808,67660.79
25,DAMAN AND DIU,2019,8,1125,37110,992.69,1654,183204,4327.86,2295,76394,3964.95
26,DADRA AND NAGAR HAVELI,2019,8,1268,56622,1732.7,1936,241967,8518.44,2824,109427,6629.72
27,MAHARASHTRA,2019,8,114127,4505808,104844.63,97759,2995266,96244.66,173578,2202613,95961.78
29,KARNATAKA,2019,8,80587,3013912,50584.31,41853,1374714,41655,92323,1471611,48991.4
30,GOA,2019,8,1384,59018,933.88,1381,51111,3425.31,6549,96769,3065.8
31,LAKSHADWEEP,2019,8,1,5,1.41,1,1,0.01,27,163,2.91
32,KERALA,2019,8,32040,1083507,15917.78,12652,161727,6656.69,50378,740444,16761.36
33,TAMIL NADU,2019,8,73795,3393522,66935.43,64566,1699413,61007.41,100080,1524926,59636.32
34,PUDUCHERRY,2019,8,899,32568,929.6,1757,93392,2746.16,5324,96353,2500.15
35,ANDAMAN AND NICOBAR,2019,8,13,186,21.47,61,212,23.2,876,8721,183.61
36,TELANGANA,2019,8,27401,1153247,22078.24,24742,529848,20820.52,52776,818351,27126.36
37,ANDHRA PRADESH,2019,8,29221,1124568,18695.72,18714,366648,24378.47,60382,662468,25329.73
97,Other Territory,2019,8,4,48,27.68,20,2283,854.25,503,7967,1107.92
1,JAMMU AND KASHMIR,2019,7,4704,169242,2820.44,2186,32782,2535.91,17375,181854,5215.59
2,HIMACHAL PRADESH,2019,7,6937,239416,4551.07,4749,267112,10310.18,19053,278086,7859.96
3,PUNJAB,2019,7,47646,1190592,26434.01,42864,741975,20892.06,58900,705330,22698.92
4,CHANDIGARH,2019,7,2101,26891,382.34,4702,73811,1294.81,7606,102087,2074.56
5,UTTARAKHAND,2019,7,10111,479367,7965.02,6912,289545,14072.52,20395,379314,11033.25
6,HARYANA,2019,7,58060,2425898,40937.29,51893,2120736,51900.79,84528,1483006,51529.24
7,DELHI,2019,7,54972,798820,28226.42,114984,1486349,33667.65,109681,1366284,39518.31
8,RAJASTHAN,2019,7,61451,1376745,26479.86,44758,1190762,26260.46,83354,994455,30182.95
9,UTTAR PRADESH,2019,7,98232,2777940,58091.2,65622,1142613,46259.54,149140,1761790,60993.41
10,BIHAR,2019,7,6092,338937,6609.24,6037,57720,1998.48,44609,467463,11775.25
11,SIKKIM,2019,7,109,3725,49.01,141,8191,2005.65,1447,25893,687
12,ARUNACHAL PRADESH,2019,7,102,2112,29.41,172,1224,79.77,2374,23134,378.01
13,NAGALAND,2019,7,73,878,36.47,231,1735,68.99,2254,21538,429.63
14,MANIPUR,2019,7,44,3217,53,85,334,7.95,2317,36054,558.79
15,MIZORAM,2019,7,19,684,8.43,90,984,239.17,1483,22614,278.49
16,TRIPURA,2019,7,739,16552,277.08,316,1832,180.04,3610,33957,627.27
17,MEGHALAYA,2019,7,297,8684,160.47,359,21718,384.24,2929,33163,621.41
18,ASSAM,2019,7,9865,342191,5840.97,8109,167286,5428.38,21717,234535,7691.3
19,WEST BENGAL,2019,7,37279,1241782,35205.1,36247,629936,26940.54,56409,974924,34240.11
20,JHARKHAND,2019,7,8002,377608,8067.74,6283,168834,10209.53,22327,291927,10052.91
21,ODISHA,2019,7,11459,634613,12573.73,5190,202661,17914.48,26291,313286,13085.74
22,CHHATTISGARH,2019,7,4814,171558,4695.8,7001,152047,10146.68,21009,340490,9919.85
23,MADHYA PRADESH,2019,7,14354,295428,6793.26,17777,343464,16267.22,61549,745099,21773.19
24,GUJARAT,2019,7,109865,2944017,71400.1,116493,3229220,83886.03,115834,1404796,68831.6
25,DAMAN AND DIU,2019,7,1093,37478,1052.31,1654,191285,4566.94,2319,79256,5586.75
26,DADRA AND NAGAR HAVELI,2019,7,1267,58635,1922.19,1942,260327,9057.74,2794,114474,7067.5
27,MAHARASHTRA,2019,7,113147,4525277,107532.89,98450,2988957,97504.11,173973,2216193,95969.47
29,KARNATAKA,2019,7,81185,3132855,52724.26,42553,1378442,42293.45,93333,1475739,49868.27
30,GOA,2019,7,1406,55041,876.27,1498,54934,3686.59,6340,97732,3159.93
31,LAKSHADWEEP,2019,7,0,0,0,3,6,0.43,26,183,9.92
32,KERALA,2019,7,31857,1070981,15381.36,13174,170390,6800.22,49415,732943,16096.9
33,TAMIL NADU,2019,7,74017,3521286,68669.9,65211,1731041,61699.51,101068,1572950,61184.54
34,PUDUCHERRY,2019,7,928,33794,891.02,1788,101267,2850.36,5366,99706,2443.23
35,ANDAMAN AND NICOBAR,2019,7,15,180,6.67,57,260,27.34,910,8179,183.11
36,TELANGANA,2019,7,27481,1151730,22465.19,24995,535249,20874.73,52785,791721,27471.46
37,ANDHRA PRADESH,2019,7,29165,1086270,18305.64,19002,378321,25194.53,60372,691412,25869.02
97,Other Territory,2019,7,2,70,26.62,18,3070,1091.59,572,8094,1260.89
1,JAMMU AND KASHMIR,2019,6,4610,159938,2678.07,2041,31056,2378.11,17023,169703,4963.28
2,HIMACHAL PRADESH,2019,6,6823,232954,4390.73,4692,248567,9786.54,19398,268593,7714.94
3,PUNJAB,2019,6,46793,1140396,25768.25,41792,699306,20259.12,60040,681187,22494.35
4,CHANDIGARH,2019,6,2034,25840,352.36,4671,68983,1198.13,7595,98361,2142.36
5,UTTARAKHAND,2019,6,9927,498824,8463.33,6960,310789,15300.03,21042,394166,11702.3
6,HARYANA,2019,6,56558,2184379,38732.73,50686,2019952,51262.07,84895,1431198,49052.01
7,DELHI,2019,6,52374,750435,27621.36,111766,1410747,32309.8,106019,1277756,37680.25
8,RAJASTHAN,2019,6,60444,1381071,27631.86,44137,1166658,25840.69,83034,948378,30081.92
9,UTTAR PRADESH,2019,6,97956,2868798,58968.49,64316,1102618,44773.44,153840,1752410,60573.04
10,BIHAR,2019,6,6127,357836,7476.95,5930,58098,2254.5,47683,505194,12959.44
11,SIKKIM,2019,6,115,3683,62.44,154,8155,2118.38,1469,25881,711.09
12,ARUNACHAL PRADESH,2019,6,106,2027,33.85,167,1137,51.97,2377,23500,379.66
13,NAGALAND,2019,6,66,748,20.53,222,2204,71.76,2210,20783,445.7
14,MANIPUR,2019,6,40,3499,59.09,82,330,8.98,2346,32356,563.6
15,MIZORAM,2019,6,19,830,9.48,83,721,120.25,1547,23668,344.81
16,TRIPURA,2019,6,710,16696,263.59,285,1612,145.43,3526,29251,595.81
17,MEGHALAYA,2019,6,278,9383,150.76,337,24742,421.15,2892,32061,635.23
18,ASSAM,2019,6,10013,358538,6253.57,8227,162262,5131.14,21541,227541,8024.52
19,WEST BENGAL,2019,6,35460,1182065,33369.46,34887,584489,25417.44,53648,804000,32311.1
20,JHARKHAND,2019,6,7884,384972,8615.13,6678,184880,10818.86,22096,300440,10738.69
21,ODISHA,2019,6,11088,619843,12538.67,4888,204789,17628.26,26194,314899,13154.29
22,CHHATTISGARH,2019,6,4789,180514,4786.77,6928,157240,10639.73,20688,310778,10163.12
23,MADHYA PRADESH,2019,6,14127,303653,7469.34,17084,336204,16364.7,60425,697697,22432.12
24,GUJARAT,2019,6,106017,2780134,70154.61,113892,2966830,80702.4,112015,1311037,62691.36
25,DAMAN AND DIU,2019,6,1095,33675,1031.75,1664,176602,4327.3,2254,73195,5451.21
26,DADRA AND NAGAR HAVELI,2019,6,1238,51681,1730.11,1920,234239,8540.89,2863,108347,6991.99
27,MAHARASHTRA,2019,6,110305,4321631,107322.51,94867,2827345,96504.13,170741,2101812,92413.62
29,KARNATAKA,2019,6,78392,2917668,51333.14,40890,1283317,41761.11,90559,1398949,47473
30,GOA,2019,6,1388,57072,943.3,1419,53006,3854.97,6342,99160,3121.41
31,LAKSHADWEEP,2019,6,1,3,36.46,0,0,0,25,171,5.5
32,KERALA,2019,6,30710,981580,14538.81,12488,160237,6286.6,46063,628770,14816.1
33,TAMIL NADU,2019,6,70591,3279319,65106.02,62631,1653715,58908.6,97464,1503092,59173.08
34,PUDUCHERRY,2019,6,900,31158,798.92,1751,101153,2886.32,5198,97014,2471.48
35,ANDAMAN AND NICOBAR,2019,6,11,121,4.25,66,250,25.7,839,6949,160.73
36,TELANGANA,2019,6,26246,1061093,21034.02,24577,513758,20512.18,50443,735056,26128.3
37,ANDHRA PRADESH,2019,6,28776,1050266,18022.1,18078,354183,24435.2,59598,664078,24796.01
97,Other Territory,2019,6,3,52,20.93,20,2141,725.44,548,7676,1012.51
1,JAMMU AND KASHMIR,2019,5,4783,170970,2817.53,2147,31982,2295.87,18326,194245,5336.16
2,HIMACHAL PRADESH,2019,5,6971,239401,4705.62,4828,260065,10235,20243,286996,8429.41
3,PUNJAB,2019,5,48451,1200305,28445.95,43283,763866,22025.62,62100,735600,23876.65
4,CHANDIGARH,2019,5,2109,28139,393.32,4824,76879,1352.05,7928,103980,2155.03
5,UTTARAKHAND,2019,5,10336,568228,9842.76,7293,332088,16050.19,22732,448767,12969.35
6,HARYANA,2019,5,57773,2432126,43322.06,52169,2132536,56617.71,87163,1533082,53805.49
7,DELHI,2019,5,54438,824361,31532.95,117873,1657597,37686.87,110356,1461321,42340.52
8,RAJASTHAN,2019,5,62522,1436240,29821.51,45259,1343244,28448.03,87254,1052502,32853.65
9,UTTAR PRADESH,2019,5,102085,3209435,63306.17,67981,1247088,48352.42,166107,2182701,66319.72
10,BIHAR,2019,5,6396,360918,7601.8,6036,57666,2214.59,53078,697003,14536.26
11,SIKKIM,2019,5,111,3457,56.53,156,8618,2183.66,1589,27452,770.78
12,ARUNACHAL PRADESH,2019,5,102,2294,31.28,184,1253,60.54,2417,24362,392.89
13,NAGALAND,2019,5,78,1192,59.41,224,1965,70.87,2380,22822,487.24
14,MANIPUR,2019,5,44,3644,59.74,92,448,13,2392,30018,620.6
15,MIZORAM,2019,5,14,810,7.75,101,1367,325.12,1593,24275,384.06
16,TRIPURA,2019,5,717,17803,270.23,308,1984,139.6,3721,34724,713.42
17,MEGHALAYA,2019,5,285,11347,199.73,354,27840,468.23,3075,35392,748.32
18,ASSAM,2019,5,10276,400368,7056.95,8696,166717,5295.39,24051,281199,9028.09
19,WEST BENGAL,2019,5,36427,1261827,35664.36,36898,680482,26913.59,56444,919665,34628.85
20,JHARKHAND,2019,5,7986,399634,9242.45,6992,213054,10997.97,23458,357370,11128.82
21,ODISHA,2019,5,10504,587812,12444.35,4643,197182,16633.69,26827,352097,13425.28
22,CHHATTISGARH,2019,5,4865,187299,5099.29,7169,164764,11204.29,21427,341890,10483.18
23,MADHYA PRADESH,2019,5,14643,315137,7327.08,17983,373897,17087.92,63231,783053,24428.25
24,GUJARAT,2019,5,108641,2930529,74907.25,118247,3839282,88409.12,115324,1402321,63493.88
25,DAMAN AND DIU,2019,5,1075,32936,993.92,1665,184148,4474.03,2362,74463,5923.61
26,DADRA AND NAGAR HAVELI,2019,5,1229,51138,1786.62,1931,244813,9022.5,2916,110893,7287.88
27,MAHARASHTRA,2019,5,112814,4583500,114519.23,99670,3185282,103927.66,179652,2317015,100461.7
29,KARNATAKA,2019,5,79281,3075548,53265.58,42369,1366857,43738.64,95633,1566166,49783.81
30,GOA,2019,5,1445,68245,1103.58,1520,55399,4173.15,6814,107320,3425.09
31,LAKSHADWEEP,2019,5,0,0,0,1,1,0.01,47,364,5.79
32,KERALA,2019,5,31635,1138183,16526.52,12774,170678,6532.27,50005,736040,16251.33
33,TAMIL NADU,2019,5,71239,3412075,69053.51,64253,1772068,61395.95,100735,1619486,59884.48
34,PUDUCHERRY,2019,5,882,33650,968.24,2008,109850,3015.32,5399,101376,2515.87
35,ANDAMAN AND NICOBAR,2019,5,11,159,5.63,64,265,29.83,890,8307,241.53
36,TELANGANA,2019,5,26151,1086599,21441.03,25283,542554,21345.24,52250,827857,28326.12
37,ANDHRA PRADESH,2019,5,29561,1108792,19384.51,18620,366112,25138.24,63500,777373,26289.7
97,Other Territory,2019,5,3,21,567.77,20,2391,719.12,496,7740,993.9
1,JAMMU AND KASHMIR,2019,4,4434,163532,2659.02,2108,29425,1958.09,17798,192097,5163.81
2,HIMACHAL PRADESH,2019,4,7051,233800,4582.56,4750,242229,9719.84,21084,280337,8066.3
3,PUNJAB,2019,4,49582,1196147,27612.05,43655,764073,21816.48,62774,764969,23499.22
4,CHANDIGARH,2019,4,2120,27823,396.81,4869,78019,1398.29,8094,104183,2110.97
5,UTTARAKHAND,2019,4,10254,534887,9201.31,7073,302370,15210.72,22977,422078,12132.25
6,HARYANA,2019,4,57469,2384441,42717.82,51739,1998846,54676.17,87102,1483285,51435.69
7,DELHI,2019,4,53106,799958,27950.48,116846,1625244,51303.12,109592,1467699,41694.7
8,RAJASTHAN,2019,4,62271,1422441,30248.87,45224,1307837,28153.16,88557,1067414,32505.81
9,UTTAR PRADESH,2019,4,101748,3126383,60659.11,66690,1208030,45481.71,167388,2305087,65667.11
10,BIHAR,2019,4,6303,338831,7113.48,5959,60442,2260.53,53655,779530,14433.45
11,SIKKIM,2019,4,105,3206,56.24,155,7384,2017.62,1472,24818,682.43
12,ARUNACHAL PRADESH,2019,4,96,1899,25.07,157,1046,61.49,2324,21904,384.88
13,NAGALAND,2019,4,61,875,42.35,221,2646,74.42,2206,20771,448.31
14,MANIPUR,2019,4,49,2927,51.36,86,480,12.64,2257,24822,574.74
15,MIZORAM,2019,4,24,897,9.28,79,544,91.04,1515,22051,355.72
16,TRIPURA,2019,4,722,16780,271.44,302,1562,137.14,3435,29330,713.29
17,MEGHALAYA,2019,4,264,11657,180.21,344,28939,502.91,2965,31147,708.18
18,ASSAM,2019,4,10225,381040,6735.06,8256,145094,4862.56,22960,256408,8544.96
19,WEST BENGAL,2019,4,35969,1250449,35140.41,36589,689069,27090.71,56187,919611,47138.46
20,JHARKHAND,2019,4,8145,388604,8740.73,7134,208033,10995.98,23419,357384,11201.88
21,ODISHA,2019,4,11403,641366,12757.72,5003,193626,17636.48,27239,351629,13343.08
22,CHHATTISGARH,2019,4,4959,172001,5098.99,7158,162553,11009.85,21666,349936,10181.65
23,MADHYA PRADESH,2019,4,15347,308282,7626.21,18020,368248,16981.8,64995,854387,23456.99
24,GUJARAT,2019,4,108324,2875155,83070.06,118615,4146041,85203.01,114589,1331592,60063.79
25,DAMAN AND DIU,2019,4,1080,32943,900.55,1686,182022,4296.2,2358,72530,4895.47
26,DADRA AND NAGAR HAVELI,2019,4,1238,51059,1668.54,1966,254637,8898.53,2980,109577,7024.55
27,MAHARASHTRA,2019,4,113342,4431764,110954.92,99072,3063906,98424,179541,2261121,97362.56
29,KARNATAKA,2019,4,78494,2797829,49404.31,41604,1256945,40432.55,91888,1396675,47164.36
30,GOA,2019,4,1431,65581,1056.93,1499,50523,3708.96,6663,101655,3443.91
31,LAKSHADWEEP,2019,4,0,0,0,0,0,0,34,346,21.65
32,KERALA,2019,4,30594,1015788,14919.16,12127,147558,5672.82,48400,637756,15223.93
33,TAMIL NADU,2019,4,71175,3222342,64691.32,63529,1615664,57884.43,97295,1479422,58480.27
34,PUDUCHERRY,2019,4,889,31436,865.43,1996,99411,2736.45,5341,95204,2290.3
35,ANDAMAN AND NICOBAR,2019,4,15,181,4.68,62,250,22.08,851,8228,202.83
36,TELANGANA,2019,4,25954,1011880,20180.38,25033,499320,20368.93,50493,755841,25520.31
37,ANDHRA PRADESH,2019,4,29646,1031976,17723.84,18351,338813,22973.18,60943,688686,26094.32
97,Other Territory,2019,4,5,75,595.93,21,2422,961.95,465,7776,1153.75
